mq5,mq9,mq135,humidity,temp,pressure,dust
119.75,75.65,85.89,80,29,988,3.01
118.44,76.41,93.85,80,29,988,2.86
119.84,77.77,100.11,76,28,988,4.26
118.76,71.78,92.62,77,29,988,3.05
118.36,86.77,106.64,78,29,988,3.44
120.71,79.56,104.03,77,29,988,2.77
117.57,77.26,101.5,77,28,988,3.86
121.46,95.98,114.91,77,28,988,3.27
119.75,79.89,107.36,78,29,988,3.65
122.65,92.56,115.98,78,29,988,2.95
121.69,89.3,114.04,76,29,988,3.22
125.35,101.69,122.39,76,29,988,2.94
123.4,98,121.28,77,29,988,2.94
124.39,93.81,121.67,77,29,988,3.44
123.49,97.48,120.72,77,29,988,3.25
122.16,89.52,118.42,76,29,988,3.47
124.65,102.69,124.82,77,29,988,2.86
125.26,103.32,124.37,77,29,988,2.97
125.06,99.41,123.09,76,29,988,2.96
127.75,97.79,95.48,83,29,986,6.75
127.75,97.51,91.55,81,28,986,9.16
127.69,97.17,87.11,81,28,986,8.86
127.75,96.97,84.44,80,28,986,5.85
127.69,96.98,82.08,81,28,986,8.56
127.78,97.17,79.72,81,28,986,5.74
127.69,96.77,78.12,81,28,986,7.67
127.67,96.92,76.75,81,28,986,6.28
127.78,96.89,76.09,81,28,986,5.8
127.75,96.88,75.86,81,28,986,5.96
127.78,96.8,76.31,81,28,986,6.14
127.96,97.7,79.72,81,28,986,7.24
127.96,97.68,79.33,80,29,986,6.94
127.75,95.23,76.86,81,29,986,6.02
127.58,93.79,82.72,79,29,986,6.02
128.1,97.76,78.25,80,28,986,6.81
127.87,96.98,75.56,80,28,987,6.57
122.97,82.05,76.52,80,28,987,5.41
143.99,184.09,159.31,79,29,988,2.26
127.35,96.2,102.19,75,28,989,5.43
127.29,95.92,99.06,76,28,989,5.05
127.17,95.49,92.94,74,28,989,5.26
127.09,94.86,86.03,75,28,989,5.97
126.94,94.5,82.49,75,28,989,5.46
126.91,94.26,81.49,74,28,989,5.22
127,94.41,80.31,74,28,989,5.13
126.68,93.42,78.53,74,28,989,4.91
125.75,90.49,76.72,75,28,989,4.89
126.01,91.43,77.16,75,28,989,5.19
124.56,86.88,75.78,75,28,989,4.93
122.82,81.61,77.53,75,28,989,4.25
121.31,77.84,80.2,75,28,989,4.04
122.56,81.21,84.91,73,28,989,4.12
120.94,77.95,85.81,74,28,989,3.74
121.61,81.73,92.03,74,28,989,3.83
123.23,84.26,92.89,74,28,989,4.21
121.98,79.11,84.91,73,28,989,4.7
120.44,75.91,84.5,75,29,989,4.12
119.17,74.43,86.45,74,28,989,3.86
121.31,82.15,94.81,71,28,989,3.7
120.39,78.12,92.25,72,29,989,3.82
121.55,82.88,97.12,71,28,989,9.73
121.87,82.78,97.81,72,29,989,3.83
122.79,85,99.1,72,29,989,3.88
122.53,81.36,92.95,74,29,989,4.44
121.63,78.84,89.27,74,29,989,3.92
121.87,81.67,92.88,74,29,989,4.21
120.88,77.23,88.38,74,29,989,3.58
122.82,84.17,94.45,74,29,989,4.13
121.14,77.89,88.7,74,29,990,3.86
119.52,75.81,89.39,73,28,990,3.67
118.62,75.25,89.72,71,28,990,4.04
117.49,81.39,97.1,71,28,990,3.93
124.8,95.62,111.25,71,28,990,4.05
122.3,81.55,96.72,73,28,990,3.74
121.63,79.14,92.4,73,28,989,3.86
120.13,77.55,92.31,73,29,989,3.75
124.3,89.83,102.05,71,28,990,4.1
120.71,76.82,89.89,74,29,990,3.62
122.45,82.24,93.91,72,29,990,4.28
120.13,76.44,89.66,73,29,990,3.95
121.2,79.76,93.14,71,29,990,3.96
120.18,79.14,94.72,71,29,990,3.71
116.38,68.88,85.92,71,29,990,3.49
118.24,89.06,102.39,72,29,990,3.87
119.75,96.19,107.49,71,28,990,3.65
121.69,101.83,112.24,72,29,990,3.67
123.11,104.86,115.08,72,29,990,3.74
124.33,106.64,117.33,71,28,990,3.74
125.32,109.23,119.48,72,29,990,3.41
126.51,111.16,122.03,73,29,990,3.62
127.11,111.61,123.69,73,29,990,3.56
127.17,111.01,124.25,73,29,990,3.84
127.09,110.56,124.52,73,29,990,3.62
126.94,110.82,124.33,72,28,990,3.35
127.49,112.12,126.05,73,29,990,3.57
127.43,111.41,126.31,73,29,990,3.77
127.26,111.28,126.34,73,29,990,3.65
127.67,112.56,127.33,73,29,990,3.47
127.35,111.76,127.01,73,29,990,3.53
127.69,112.36,127.94,73,29,990,3.41
